Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/30/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,November,11/30/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,November,11/30/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,November,11/30/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/1/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/1/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/1/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/2/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/2/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/3/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/3/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/3/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/4/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/4/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/5/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/5/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/6/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/6/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/7/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/8/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/8/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/9/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/9/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/9/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/10/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/10/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/10/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/11/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/12/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/12/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/12/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/12/15,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2015,December,12/13/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/14/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/14/15,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/14/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/14/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/14/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/14/15,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2015,December,12/14/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/14/15,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2015,December,12/15/15,YES
